YEAR,MAKE,MODEL,SALE_PRICE,SALE_DATE,LISTING_TYPE
1979,PORSCHE,911SC TARGA,55000.0,2023-11-29,SOLD 
1978,PORSCHE,924 D PRODUCTION RACE CAR,51500.0,2023-11-29,SOLD 
0000,PORSCHE,997 PERLON SPORTS BUCKET SEATS,15500.0,2023-11-28,SOLD 
1990,PORSCHE,944 S2 CABRIOLET 5-SPEED,21000.0,2023-11-28,SOLD 
1969,PORSCHE,2.4L-POWERED  911T COUPE,50000.0,2023-11-28,BID 
2006,PORSCHE,911 CARRERA S CABRIOLET 6-SPEED,39550.0,2023-11-28,BID 
1987,PORSCHE,944S,15500.0,2023-11-28,SOLD 
1974,PORSCHE,914 5-SPEED,18400.0,2023-11-28,SOLD 
2017,PORSCHE,911 CARRERA CABRIOLET,82501.0,2023-11-28,SOLD 
1999,PORSCHE,BOXSTER 5-SPEED,17500.0,2023-11-28,SOLD 
2002,PORSCHE,RUF-MODIFIED  911 TURBO COUPE,63996.0,2023-11-28,BID 
2015,PORSCHE,CAYENNE DIESEL,48000.0,2023-11-28,SOLD 
2014,PORSCHE,CAYMAN S,53000.0,2023-11-28,SOLD 
2003,PORSCHE,911 CARRERA 4S COUPE 6-SPEED,34750.0,2023-11-27,BID 
2008,PORSCHE,CAYENNE GTS,24000.0,2023-11-27,SOLD 
1987,PORSCHE,911 TURBO COUPE,170000.0,2023-11-27,SOLD 
1997,PORSCHE,20-YEARS-OWNED  911 CARRERA 4S COUPE 6-SPEED,80500.0,2023-11-27,SOLD 
1967,PORSCHE,40-YEARS-OWNED  911 COUPE,66000.0,2023-11-27,BID 
2008,PORSCHE,911 CARRERA S CABRIOLET 6-SPEED,48000.0,2023-11-27,BID 
1964,PORSCHE,356SC COUPE,80001.0,2023-11-27,BID 
2023,PORSCHE,911 GT3 TOURING 6-SPEED,255000.0,2023-11-27,SOLD 
1982,PORSCHE,911SC TARGA,45600.0,2023-11-27,SOLD 
0000,PORSCHE,SUBARU-POWERED 356A COUPE REPLICA BY JPS MOTORSPORTS,54000.0,2023-11-27,SOLD 
1996,PORSCHE,911 CARRERA COUPE 6-SPEED,90000.0,2023-11-27,SOLD 
1962,,PORSCHE-DIESEL SUPER 329 TRACTOR,62500.0,2023-11-27,SOLD 
1970,PORSCHE,911E COUPE,73500.0,2023-11-27,SOLD 
1988,PORSCHE,28-YEARS-OWNED  911 CARRERA COUPE G50,66000.0,2023-11-27,BID 
1994,PORSCHE,AMETHYST METALLIC  911 TURBO 3.6,395000.0,2023-11-27,SOLD 
1986,PORSCHE,911 CARRERA CABRIOLET,40000.0,2023-11-25,BID 
1993,PORSCHE,968 CABRIOLET 6-SPEED,16500.0,2023-11-25,SOLD 
0000,PORSCHE,15×6″ FUCHS WHEELS FOR,5500.0,2023-11-25,SOLD 
1971,PORSCHE,3.4L-POWERED  911T,172000.0,2023-11-25,BID 
0000,PORSCHE,356 SPEEDSTER REPLICA BY VINTAGE MOTORCARS,48000.0,2023-11-25,SOLD 
2019,PORSCHE,9K-KILOMETER  911 GT3 RS WEISSACH,203000.0,2023-11-25,BID 
1995,PORSCHE,911 CARRERA CABRIOLET 6-SPEED,64000.0,2023-11-25,SOLD 
2011,PORSCHE,911 CARRERA S COUPE,60000.0,2023-11-25,SOLD 
1989,PORSCHE,944 2.7L,15944.0,2023-11-25,SOLD 
0000,PORSCHE,M28 V8 COFFEE TABLE,9300.0,2023-11-25,SOLD 
2017,PORSCHE,911 CARRERA 4S COUPE,85500.0,2023-11-25,SOLD 
1973,PORSCHE,911T COUPE,78500.0,2023-11-25,SOLD 
2018,PORSCHE,911 GT3 TOURING 6-SPEED,221000.0,2023-11-25,SOLD 
2002,PORSCHE,911 TURBO COUPE,47500.0,2023-11-24,BID 
1973,PORSCHE,911E TARGA,85500.0,2023-11-24,SOLD 
2000,PORSCHE,ORIGINAL-OWNER  BOXSTER 5-SPEED,18000.0,2023-11-24,SOLD 
2019,PORSCHE,911 GT3 RS,235500.0,2023-11-24,SOLD 
1995,PORSCHE,FOREST GREEN METALLIC  911 CARRERA CABRIOLET 6-SPEED,78015.0,2023-11-24,SOLD 
1982,PORSCHE,RUF-MODIFIED ROW  911 TURBO 5-SPEED,157000.0,2023-11-24,SOLD 
2018,PORSCHE,911 GT3 6-SPEED,200000.0,2023-11-24,SOLD 
2014,PORSCHE,CAYMAN,39250.0,2023-11-24,SOLD 
1987,PORSCHE,911 TURBO COUPE SLANT-NOSE CONVERSION,101500.0,2023-11-24,SOLD 
2013,PORSCHE,55K-KILOMETER  PANAMERA GTS,30500.0,2023-11-24,BID 
2005,PORSCHE,BOXSTER S 6-SPEED,19750.0,2023-11-24,SOLD 
1994,PORSCHE,968 COUPE 6-SPEED,17250.0,2023-11-24,SOLD 
1963,PORSCHE,2.1L-POWERED  356B COUPE,131000.0,2023-11-24,SOLD 
1986,PORSCHE,.5 928S 5-SPEED,47300.0,2023-11-24,SOLD 
2022,PORSCHE,BLACK OLIVE  911 TURBO S COUPE,252000.0,2023-11-24,SOLD 
1983,PORSCHE,911SC CABRIOLET,52000.0,2023-11-24,BID 
1977,PORSCHE,930 TURBO CARRERA RACE CAR,87500.0,2023-11-24,BID 
1999,PORSCHE,BOXSTER,9400.0,2023-11-24,SOLD 
2015,PORSCHE,CAYENNE DIESEL,23750.0,2023-11-24,SOLD 
1984,PORSCHE,ROW  911 CARRERA COUPE 5-SPEED,72000.0,2023-11-24,SOLD 
1991,PORSCHE,FOREST GREEN METALLIC  911 TURBO,175500.0,2023-11-24,SOLD 
0000,PORSCHE,356 SPEEDSTER REPLICA BY VINTAGE SPEEDSTERS,49000.0,2023-11-24,SOLD 
1970,PORSCHE,911T COUPE,79500.0,2023-11-24,SOLD 
1998,PORSCHE,ROW  993 TURBO XLC,208000.0,2023-11-24,BID 
1992,PORSCHE,911 CARRERA 2 CABRIOLET 5-SPEED,48500.0,2023-11-24,SOLD 
2004,PORSCHE,911 TURBO CABRIOLET 6-SPEED,63000.0,2023-11-24,BID 
2023,PORSCHE,BAHAMA YELLOW  911 GT3 6-SPEED,None,None,None
1967,PORSCHE,MODIFIED  911S COUPE,77000.0,2023-11-24,BID 
1989,PORSCHE,911 TURBO S,305000.0,2023-11-24,SOLD 
2022,PORSCHE,911 TARGA 4 GTS,175000.0,2023-11-22,SOLD 
2004,PORSCHE,911 CARRERA 4S CABRIOLET,26000.0,2023-11-22,SOLD 
2003,PORSCHE,911 CARRERA 4 CABRIOLET,20500.0,2023-11-22,SOLD 
0000,PORSCHE,16×6″ AND 16×7″ FUCHS WHEELS FOR,1600.0,2023-11-22,SOLD 
1987,PORSCHE,3.6-POWERED  911 CARRERA COUPE G50,66000.0,2023-11-22,BID 
1971,PORSCHE,911S COUPE,201000.0,2023-11-22,SOLD 
1999,PORSCHE,BOXSTER 5-SPEED,9550.0,2023-11-22,SOLD 
2003,PORSCHE,911 CARRERA COUPE 6-SPEED,34500.0,2023-11-22,SOLD 
1972,PORSCHE,RS-STYLE  911T COUPE 2.7L,66000.0,2023-11-22,BID 
2005,PORSCHE,BOXSTER 5-SPEED,10250.0,2023-11-22,SOLD 
1982,PORSCHE,ROW  911 TURBO PROJECT,76000.0,2023-11-22,SOLD 
1979,PORSCHE,928 5-SPEED PROJECT,8600.0,2023-11-22,SOLD 
1997,PORSCHE,911 CARRERA TARGA 6-SPEED,85500.0,2023-11-22,SOLD 
1988,PORSCHE,911 CARRERA CABRIOLET G50,58500.0,2023-11-22,SOLD 
1992,PORSCHE,911 CARRERA RS,269000.0,2023-11-22,SOLD 
1991,PORSCHE,911 CARRERA 2 COUPE 5-SPEED,135000.0,2023-11-21,SOLD 
0000,PORSCHE,997 SPORT BUCKET SEATS,15000.0,2023-11-21,SOLD 
2019,PORSCHE,OLIVE GREEN  911 TURBO S COUPE,187991.0,2023-11-21,SOLD 
2000,PORSCHE,911 CARRERA COUPE 6-SPEED,26500.0,2023-11-21,SOLD 
2022,PORSCHE,GULF BLUE  911 GT3 6-SPEED,260000.0,2023-11-21,SOLD 
2008,PORSCHE,CAYENNE S,15500.0,2023-11-21,SOLD 
2007,PORSCHE,911 CARRERA S COUPE 6-SPEED,56000.0,2023-11-21,SOLD 
1970,PORSCHE,S/T-STYLE  911T COUPE TWIN-PLUG 2.5L,88500.0,2023-11-21,SOLD 
2007,PORSCHE,911 CARRERA S CABRIOLET 6-SPEED,47000.0,2023-11-21,SOLD 
2014,PORSCHE,911 CARRERA 4S CABRIOLET,71500.0,2023-11-21,SOLD 
1988,PORSCHE,924S SPECIAL EDITION 5-SPEED,11273.0,2023-11-21,BID 
1971,PORSCHE,911T COUPE 2.4L,114000.0,2023-11-21,SOLD 
2023,PORSCHE,911 TARGA 4 GTS 7-SPEED,217000.0,2023-11-21,SOLD 
2005,PORSCHE,LS3-POWERED  BOXSTER S 6-SPEED,33750.0,2023-11-21,BID 
2007,PORSCHE,911 GT3,127000.0,2023-11-21,SOLD 
1990,PORSCHE,944 S2 CABRIOLET 5-SPEED,14500.0,2023-11-21,BID 
2004,PORSCHE,911 40TH ANNIVERSARY,43000.0,2023-11-21,SOLD 
1996,PORSCHE,URBOCHARGED  911 CARRERA 4S 6-SPEED,128911.0,2023-11-21,SOLD 
1989,PORSCHE,911 CARRERA COUPE G50 3.4L,58500.0,2023-11-21,SOLD 
1974,PORSCHE,RSR-STYLE  911 COUPE 3.6L,166000.0,2023-11-20,SOLD 
2018,PORSCHE,911 CARRERA 4S CABRIOLET,106000.0,2023-11-20,SOLD 
2010,PORSCHE,CAYENNE GTS,13750.0,2023-11-20,SOLD 
1964,PORSCHE,356C COUPE,83001.0,2023-11-20,SOLD 
2003,PORSCHE,911 CARRERA 4S COUPE 6-SPEED,36000.0,2023-11-20,SOLD 
2008,PORSCHE,911 CARRERA 4S CABRIOLET 6-SPEED,48750.0,2023-11-20,SOLD 
2022,PORSCHE,911 GT3 TOURING 6-SPEED,279000.0,2023-11-20,SOLD 
1984,PORSCHE,911 CARRERA TARGA,64411.0,2023-11-20,SOLD 
2016,PORSCHE,CAYMAN GT4,104001.0,2023-11-20,SOLD 
1986,PORSCHE,944 TURBO 5-SPEED,26000.0,2023-11-20,SOLD 
1989,PORSCHE,911 TURBO COUPE,200000.0,2023-11-20,SOLD 
2007,PORSCHE,911 CARRERA S CABRIOLET 6-SPEED,58000.0,2023-11-20,SOLD 
1968,PORSCHE,ORIGINAL-OWNER  911L COUPE,160000.0,2023-11-20,SOLD 
1996,PORSCHE,911 CARRERA 4S 6-SPEED,181993.0,2023-11-20,SOLD 
0000,PORSCHE,356 SPEEDSTER REPLICA,36250.0,2023-11-20,SOLD 
2021,PORSCHE,911 TARGA 4S HERITAGE DESIGN EDITION,181000.0,2023-11-20,BID 
2000,PORSCHE,BOXSTER S 6-SPEED,17300.0,2023-11-20,BID 
1989,PORSCHE,911 CARRERA 4 COUPE 5-SPEED,82000.0,2023-11-20,SOLD 
1989,PORSCHE,911 SPEEDSTER,238000.0,2023-11-20,SOLD 
2008,PORSCHE,911 CARRERA CABRIOLET 6-SPEED,33000.0,2023-11-19,SOLD 
2007,PORSCHE,911 TURBO COUPE 6-SPEED,90200.0,2023-11-19,SOLD 
1962,PORSCHE,2.7L-POWERED  356B ROADSTER CONVERSION,97000.0,2023-11-19,SOLD 
2021,PORSCHE,TAYCAN 4S,79500.0,2023-11-19,SOLD 
2003,PORSCHE,911 CARRERA 4S COUPE 6-SPEED,40249.0,2023-11-19,SOLD 
2015,PORSCHE,911 CARRERA COUPE,60000.0,2023-11-19,SOLD 
0000,PORSCHE,PAIR OF 17×9.5″ CUP 1 WHEELS,3600.0,2023-11-19,SOLD 
1997,PORSCHE,911 CARRERA COUPE 6-SPEED,97500.0,2023-11-19,SOLD 
0000,PORSCHE,356 SPEEDSTER REPLICA BY VINTAGE MOTORCARS,63500.0,2023-11-18,SOLD 
2002,PORSCHE,911 TURBO COUPE X50 6-SPEED,70000.0,2023-11-18,SOLD 
2010,PORSCHE,911 GT3,139000.0,2023-11-18,SOLD 
1974,PORSCHE,MODIFIED  911,57500.0,2023-11-18,SOLD 
2008,PORSCHE,911 TURBO CABRIOLET 6-SPEED,82000.0,2023-11-18,BID 
2009,PORSCHE,CAYENNE GTS 6-SPEED,18350.0,2023-11-18,BID 
1965,PORSCHE,356SC SUNROOF COUPE,160000.0,2023-11-18,SOLD 
2009,PORSCHE,CAYMAN,24250.0,2023-11-18,SOLD 
1986,PORSCHE,MODIFIED  911 CARRERA COUPE,55500.0,2023-11-18,SOLD 
1991,PORSCHE,EX–TEO FABI  911 CARRERA 4 TARGA 5-SPEED,55964.0,2023-11-18,SOLD 
1983,PORSCHE,MODIFIED  911 TURBO,103000.0,2023-11-18,SOLD 
0000,PORSCHE,LMP1-98 NOSE PANEL,6000.0,2023-11-18,SOLD 
2016,PORSCHE,BOXSTER SPYDER 6-SPEED,95981.0,2023-11-18,SOLD 
1997,PORSCHE,911 CARRERA CABRIOLET 6-SPEED,60493.0,2023-11-17,SOLD 
0000,PORSCHE,16×7″ AND 16×8″ BBS RA WHEELS FOR,3250.0,2023-11-17,SOLD 
2019,PORSCHE,GULF BLUE  911 CARRERA GTS COUPE,123000.0,2023-11-17,SOLD 
1991,PORSCHE,911 CARRERA 4 APPARATUS GS 964 BY GS MANUFAKTUR,250000.0,2023-11-17,SOLD 
0000,PORSCHE,RECARO SPORT SEATS FOR 911,13000.0,2023-11-17,SOLD 
2000,PORSCHE,BOXSTER 5-SPEED,16900.0,2023-11-17,BID 
2019,PORSCHE,911 GT3 RS WEISSACH,207000.0,2023-11-17,BID 
1979,PORSCHE,928 5-SPEED,13750.0,2023-11-17,BID 
2011,PORSCHE,911 CARRERA S COUPE 6-SPEED,66156.0,2023-11-17,SOLD 
1971,PORSCHE,911E TARGA,57000.0,2023-11-17,SOLD 
1977,PORSCHE,ROW  CARRERA 3.0 TARGA,43500.0,2023-11-17,SOLD 
1970,PORSCHE,TWIN-PLUG  914-6 RACE CAR,59099.0,2023-11-17,BID 
2004,PORSCHE,911 CARRERA 4S CABRIOLET 6-SPEED,33500.0,2023-11-17,SOLD 
2023,PORSCHE,911 GT3 RS WEISSACH,380000.0,2023-11-17,BID 
1968,PORSCHE,MODIFIED  911L,66000.0,2023-11-16,BID 
2022,PORSCHE,911 TURBO S COUPE,214000.0,2023-11-16,SOLD 
0000,EURO,PORSCHE 996 GT3 SEATS,5600.0,2023-11-16,SOLD 
2014,PORSCHE,CAYENNE DIESEL,22500.0,2023-11-16,SOLD 
1981,PORSCHE,911SC CABRIOLET CONVERSION,21000.0,2023-11-16,BID 
1985,PORSCHE,928S 5-SPEED,21000.0,2023-11-16,SOLD 
1999,PORSCHE,BOXSTER,21000.0,2023-11-16,SOLD 
1972,PORSCHE,911T TARGA PROJECT,40250.0,2023-11-16,SOLD 
1970,PORSCHE,914,11000.0,2023-11-16,BID 
2006,PORSCHE,911 CARRERA CABRIOLET,25500.0,2023-11-16,BID 
1957,PORSCHE,356A COUPE,96000.0,2023-11-16,SOLD 
1996,PORSCHE,911 CARRERA 4S 6-SPEED,98000.0,2023-11-15,BID 
1989,PORSCHE,911 TURBO CABRIOLET M505 SLANT NOSE,103505.0,2023-11-15,BID 
2009,PORSCHE,CAYENNE 6-SPEED,9652.0,2023-11-15,SOLD 
2011,PORSCHE,911 CARRERA 4S CABRIOLET,72500.0,2023-11-15,SOLD 
0000,PORSCHE,16×7″ AND 16×9″ FUCHS WHEELS FOR,3750.0,2023-11-15,SOLD 
2010,PORSCHE,PANAMERA TURBO,44500.0,2023-11-15,SOLD 
2020,PORSCHE,911 CARRERA S COUPE,110000.0,2023-11-15,BID 
1991,PORSCHE,911 CARRERA 4 CABRIOLET 5-SPEED,65000.0,2023-11-15,SOLD 
1995,PORSCHE,911 CARRERA 4 CABRIOLET 6-SPEED,41000.0,2023-11-15,BID 
2015,PORSCHE,CAYENNE TURBO,42750.0,2023-11-15,SOLD 
1979,PORSCHE,BACKDATED  911SC 3.2L,115000.0,2023-11-15,SOLD 
2022,PORSCHE,911 GT3,222222.0,2023-11-15,SOLD 
2009,PORSCHE,CAYMAN 6-SPEED,23500.0,2023-11-15,SOLD 
2014,PORSCHE,911 TURBO S COUPE,111000.0,2023-11-15,SOLD 
1974,PORSCHE,FLAT-SIX-POWERED  914 5-SPEED,24000.0,2023-11-15,SOLD 
2019,PORSCHE,911 GT3 RS WEISSACH,299000.0,2023-11-14,SOLD 
0000,PORSCHE,356 SPEEDSTER REPLICA BY VINTAGE SPEEDSTERS,40000.0,2023-11-14,SOLD 
2000,PORSCHE,911 CARRERA COUPE 6-SPEED,32996.0,2023-11-14,SOLD 
1968,PORSCHE,911T 2.0L ENGINE AND 5-SPEED TRANSAXLE,3500.0,2023-11-14,SOLD 
0000,PORSCHE,19×8.5″ AND 19×11″ WHEELS FOR 997,2800.0,2023-11-14,SOLD 
2000,PORSCHE,BOXSTER S 6-SPEED,10000.0,2023-11-14,SOLD 
1986,PORSCHE,944 TURBO,15944.0,2023-11-14,SOLD 
2017,PORSCHE,911 CARRERA S CABRIOLET,None,None,None
2004,PORSCHE,CAYENNE S,7000.0,2023-11-14,SOLD 
1973,PORSCHE,911T COUPE 2.7L 5-SPEED,65500.0,2023-11-14,SOLD 
2022,PORSCHE,911 GT3 6-SPEED,225000.0,2023-11-14,SOLD 
1965,PORSCHE,356C CABRIOLET,151000.0,2023-11-14,SOLD 
2005,PORSCHE,911 CARRERA S CABRIOLET 6-SPEED,51000.0,2023-11-13,SOLD 
1974,PORSCHE,914,14500.0,2023-11-13,SOLD 
1986,PORSCHE,911 TURBO COUPE,135000.0,2023-11-13,SOLD 
2008,PORSCHE,CAYENNE GTS,16000.0,2023-11-13,SOLD 
2003,PORSCHE,911 CARRERA 4S COUPE X51 6-SPEED,28900.0,2023-11-13,SOLD 
1963,PORSCHE,30-YEAR-FAMILY-OWNED  356B SUPER 90 COUPE,87500.0,2023-11-13,SOLD 
2011,PORSCHE,911 CARRERA GTS COUPE,55500.0,2023-11-13,SOLD 
2007,PORSCHE,911 GT3,135000.0,2023-11-13,SOLD 
2018,PORSCHE,911 GT3 6-SPEED,158000.0,2023-11-13,SOLD 
2011,PORSCHE,46K-KILOMETER  911 TURBO COUPE 6-SPEED,130000.0,2023-11-13,SOLD 
1984,PORSCHE,944 5-SPEED,10844.0,2023-11-13,BID 
1987,PORSCHE,911 TURBO COUPE 3.5L RACE CAR,78000.0,2023-11-13,SOLD 
1979,PORSCHE,MODIFIED  911SC COUPE,66911.0,2023-11-13,SOLD 
1968,PORSCHE,912 COUPE,86912.0,2023-11-13,SOLD 
2007,PORSCHE,911 TURBO COUPE 6-SPEED,69999.0,2023-11-13,SOLD 
1989,PORSCHE,944 TURBO,23500.0,2023-11-13,BID 
0000,PORSCHE,356 SPEEDSTER REPLICA,22000.0,2023-11-13,SOLD 
2011,PORSCHE,911 GT2 RS,705000.0,2023-11-13,SOLD 
1973,EURO, PORSCHE 911S COUPE,218000.0,2023-11-13,SOLD 
2005,PORSCHE,911 CARRERA 4S 6-SPEED,53500.0,2023-11-12,SOLD 
2005,PORSCHE,911 CARRERA S COUPE 6-SPEED,43000.0,2023-11-12,SOLD 
0000,PORSCHE,356 SPEEDSTER REPLICA BY CLASSIC MOTOR CARRIAGES,36000.0,2023-11-12,SOLD 
1965,PORSCHE,33-YEARS-OWNED  356C COUPE,129500.0,2023-11-12,SOLD 
2008,PORSCHE,CAYENNE,21750.0,2023-11-12,SOLD 
2019,PORSCHE,911 GT3 RS,230000.0,2023-11-12,SOLD 
1998,PORSCHE,BOXSTER 5-SPEED,12800.0,2023-11-12,SOLD 
0000,PORSCHE,15×6″ FUCHS WHEELS FOR,2900.0,2023-11-12,SOLD 
1988,PORSCHE,928 S4,14250.0,2023-11-12,SOLD 
1990,PORSCHE,911 CARRERA 2 CABRIOLET 5-SPEED,57000.0,2023-11-12,BID 
2022,PORSCHE,718 CAYMAN GT4,134000.0,2023-11-12,SOLD 
1974,PORSCHE,911 COUPE 5-SPEED,63000.0,2023-11-11,SOLD 
2008,PORSCHE,911 CARRERA S CABRIOLET,47000.0,2023-11-11,SOLD 
2018,PORSCHE,911 TURBO S COUPE,155000.0,2023-11-11,SOLD 
2022,PORSCHE,911 TARGA 4S 7-SPEED,178000.0,2023-11-11,SOLD 
2009,PORSCHE,911 TURBO COUPE,74000.0,2023-11-11,SOLD 
2008,PORSCHE,CAYENNE,18750.0,2023-11-11,SOLD 
2014,PORSCHE,911 CARRERA CABRIOLET,57500.0,2023-11-11,SOLD 
2009,PORSCHE,911 CARRERA 4S COUPE 6-SPEED,72000.0,2023-11-11,SOLD 
0000,PORSCHE,WHALE-TAIL SPOILER FOR 911,700.0,2023-11-11,SOLD 
2008,PORSCHE,CAYENNE GTS 6-SPEED,20957.0,2023-11-11,SOLD 
2020,PORSCHE,718 CAYMAN GT4 CLUBSPORT COMPETITION,214000.0,2023-11-11,SOLD 
2002,PORSCHE,911 CARRERA CABRIOLET 6-SPEED,25500.0,2023-11-11,BID 
0000,PORSCHE,356 SPEEDSTER REPLICA BY VINTAGE MOTORCARS,45500.0,2023-11-10,SOLD 
2009,PORSCHE,911 CARRERA S COUPE 6-SPEED,65000.0,2023-11-10,SOLD 
0000,PORSCHE,15×7″ AND 15×8″ FUCHS WHEELS FOR 911,1500.0,2023-11-10,SOLD 
1988,PORSCHE,911 CARRERA CABRIOLET G50 5-SPEED,41000.0,2023-11-10,BID 
1986,PORSCHE,911 CARRERA TARGA,55600.0,2023-11-10,SOLD 
1976,PORSCHE,914 2.0,15000.0,2023-11-10,SOLD 
2015,PORSCHE,911 TARGA 4,98000.0,2023-11-10,SOLD 
0000,PORSCHE,THREE-PIECE LUGGAGE SET BY SEEGER,4000.0,2023-11-10,SOLD 
1985,PORSCHE,911 CARRERA COUPE M491,101000.0,2023-11-10,SOLD 
1977,PORSCHE,911S TARGA,46500.0,2023-11-10,SOLD 
1997,PORSCHE,911 CARRERA CABRIOLET 6-SPEED,100000.0,2023-11-10,SOLD 
1979,PORSCHE,928 5-SPEED,13000.0,2023-11-10,SOLD 
1986,PORSCHE,944 TURBO,18000.0,2023-11-10,BID 
0000,PORSCHE,918 SPYDER UNIT CARRIER SUBFRAME,6000.0,2023-11-10,SOLD 
0000,PORSCHE,996 911 CABRIOLET INTERIOR SET,3911.0,2023-11-10,SOLD 
1964,PORSCHE,MODIFIED  356C COUPE,127000.0,2023-11-10,SOLD 
1970,PORSCHE,911E TARGA,80500.0,2023-11-10,BID 
2022,PORSCHE,PASTEL ORANGE  911 CARRERA COUPE,124000.0,2023-11-09,SOLD 
1983,PORSCHE,911SC CABRIOLET,35300.0,2023-11-09,BID 
1987,PORSCHE,ORIGINAL-OWNER  911 CARRERA CABRIOLET M491,80000.0,2023-11-09,BID 
2013,PORSCHE,CAYENNE DIESEL,55000.0,2023-11-09,SOLD 
2002,PORSCHE,911 CARRERA COUPE,24100.0,2023-11-09,BID 
1985,EURO, PORSCHE 928S 5-SPEED,17750.0,2023-11-09,BID 
2016,PORSCHE,911 CARRERA S CABRIOLET,73500.0,2023-11-09,SOLD 
1999,PORSCHE,911 CARRERA CABRIOLET 6-SPEED,23000.0,2023-11-09,SOLD 
0000,PORSCHE,CREST PAINTING BY JOSE “MEENR” ARREDONDO FOR CHARITY,4350.0,2023-11-09,SOLD 
2008,PORSCHE,911 TURBO CABRIOLET 6-SPEED,164000.0,2023-11-09,SOLD 
1997,PORSCHE,ORIGINAL-OWNER  911 CARRERA 4 CABRIOLET 6-SPEED,72593.0,2023-11-08,SOLD 
1989,PORSCHE,911 CARRERA COUPE G50,91000.0,2023-11-08,SOLD 
2001,PORSCHE,BOXSTER 5-SPEED,10250.0,2023-11-08,SOLD 
1996,PORSCHE,911 CARRERA 4S 6-SPEED,116000.0,2023-11-08,BID 
0000,PORSCHE,15×7″ AND 15×9″ KPZ WHEELS FOR 906,15000.0,2023-11-08,SOLD 
2004,PORSCHE,911 CARRERA 4S CABRIOLET 6-SPEED,34250.0,2023-11-08,BID 
1965,PORSCHE,21-YEARS-OWNED  356SC COUPE,86000.0,2023-11-08,SOLD 
2008,PORSCHE,911 GT3 RS,218000.0,2023-11-08,SOLD 
0000,PORSCHE,ILLUMINATED SIGN,7400.0,2023-11-08,SOLD 
2023,PORSCHE,911 TURBO S COUPE,220000.0,2023-11-08,SOLD 
2022,PORSCHE,JADE GREEN  911 GT3,239000.0,2023-11-08,SOLD 
2003,PORSCHE,911 GT2,192000.0,2023-11-08,SOLD 
2019,PORSCHE,935,1626000.0,2023-11-08,SOLD 
0000,PORSCHE,VDO SPEEDOMETERS, AUXILIARY GAUGES, AND TACHOMETERS,1900.0,2023-11-07,SOLD 
2000,PORSCHE,911 CARRERA COUPE 6-SPEED,25850.0,2023-11-07,SOLD 
2000,PORSCHE,ORIGINAL-OWNER  BOXSTER S,16757.0,2023-11-07,SOLD 
1987,PORSCHE,928 S4,21000.0,2023-11-07,BID 
2008,PORSCHE,911 CARRERA CABRIOLET 6-SPEED,37750.0,2023-11-07,SOLD 
2007,PORSCHE,911 TARGA 4S 6-SPEED,86001.0,2023-11-07,SOLD 
2013,PORSCHE,CAYENNE DIESEL,22500.0,2023-11-07,SOLD 
0000,PORSCHE,RECARO SPORT SEATS FOR 911,3000.0,2023-11-07,SOLD 
0000,PORSCHE,15×6″ AND 15×7″ PHONE-DIAL WHEELS,500.0,2023-11-07,SOLD 
1986,PORSCHE,944 TURBO,15250.0,2023-11-07,SOLD 
2007,PORSCHE,911 TURBO COUPE 6-SPEED,133000.0,2023-11-07,BID 
2007,PORSCHE,CAYMAN S 6-SPEED,25500.0,2023-11-07,SOLD 
0000,RUF,17×9″ AND 17×10″ WHEELS BY OZ FOR PORSCHE,10000.0,2023-11-07,SOLD 
2013,PORSCHE,PANAMERA TURBO,48835.0,2023-11-07,SOLD 
0000,PORSCHE,18×8″ AND 18×11″ TECHNOLOGY HOLLOW-SPOKE WHEELS,2400.0,2023-11-07,SOLD 
1970,PORSCHE,MODIFIED  914,14500.0,2023-11-07,SOLD 
2009,PORSCHE,911 CARRERA COUPE,46600.0,2023-11-06,SOLD 
1958,PORSCHE,356A 1600 COUPE PROJECT,32750.0,2023-11-06,BID 
1993,PORSCHE,968 COUPE 6-SPEED,41917.0,2023-11-06,BID 
1996,PORSCHE,MODIFIED  911 TURBO 3.8L,185000.0,2023-11-06,SOLD 
2008,PORSCHE,BOXSTER LIMITED EDITION 5-SPEED,28750.0,2023-11-06,SOLD 
1977,PORSCHE,RSR-STYLE  911S COUPE TWIN-PLUG 3.0L,106000.0,2023-11-06,SOLD 
1978,PORSCHE,930 TURBO,115000.0,2023-11-06,BID 
2019,PORSCHE,911 GT3 RS WEISSACH,240000.0,2023-11-06,SOLD 
2003,PORSCHE,ICE GREEN METALLIC  911 CARRERA 4S COUPE X51 6-SPEED,46000.0,2023-11-06,SOLD 
2011,PORSCHE,PANAMERA 4S,26000.0,2023-11-06,SOLD 
1999,PORSCHE,911 CARRERA CABRIOLET,22000.0,2023-11-06,SOLD 
0000,PORSCHE,16×6″ AND 16×7″ FUCHS WHEELS FOR,4011.0,2023-11-06,SOLD 
2008,PORSCHE,TURBOCHARGED  CAYMAN S 6-SPEED,35500.0,2023-11-06,SOLD 
2013,PORSCHE,CAYENNE GTS,24000.0,2023-11-06,BID 
2012,PORSCHE,911 CARRERA S COUPE 7-SPEED,84000.0,2023-11-06,SOLD 
2022,PORSCHE,RUBY STAR  TAYCAN GTS SPORT TURISMO,118000.0,2023-11-06,BID 
1958,PORSCHE,356A SPEEDSTER,293000.0,2023-11-06,BID 
